id;periodo;temperatura_minima;temperatura_media;temperatura_maxima;humedad;velocidad_viento;velocidad_max_viento;barometro;mm_lluvia;radiacion_solar;sonda;direccion_viento
456201;2010-01-01;20.3;26.1;13.1;29.8;12.4;40.2;1005.8;0.3;333.1;115;NE
456202;2010-01-02;25.9;34.6;14.2;29.3;8.4;40.2;1005.2;0.0;281.5;115;E
456203;2010-01-03;25.2;33.1;16.4;40.3;8.8;45.1;1003.5;0.0;333.7;115;N
456204;2010-01-04;25.1;33.8;16.4;35.0;5.8;43.5;1002.3;0.0;343.8;115;NNE
456205;2010-01-05;17.7;21.3;13.7;36.3;11.8;48.3;1004.9;0.0;190.8;115;N
456206;2010-01-06;17.9;24.9;11.9;31.1;10.6;43.5;1011.4;0.0;362.8;115;E
456207;2010-01-07;20.1;29.1;7.5;29.3;6.2;35.4;1007.0;0.0;336.6;115;NNE
456208;2010-01-08;20.6;27.7;12.7;27.3;9.3;49.9;1001.6;0.0;151.1;115;E
456209;2010-01-09;19.5;28.0;9.5;33.8;9.8;67.6;1003.5;0.0;285.2;115;NE
456210;2010-01-10;19.4;29.1;9.3;28.4;8.2;32.2;1006.9;0.0;354.5;115;E
456211;2010-01-11;19.0;27.3;9.0;40.1;;;997.0;0.0;263.5;115;
456212;2010-01-12;17.9;22.0;13.5;26.4;;;1002.5;0.0;284.7;115;
456213;2010-01-13;20.8;26.7;15.3;27.9;;;1005.5;0.0;315.8;115;
456214;2010-01-14;23.8;33.0;15.0;26.9;;;1010.8;0.0;324.7;115;
456215;2010-01-15;24.2;34.1;12.1;26.8;;;1009.0;0.0;308.3;115;
456216;2010-01-16;24.9;30.4;16.1;31.1;;;1003.2;0.0;209.8;115;
456217;2010-01-17;22.0;28.0;15.6;23.8;;;1005.7;0.0;341.8;115;
456218;2010-01-18;21.6;28.2;13.9;28.3;;;1006.2;0.0;345.4;115;
456219;2010-01-19;22.1;29.3;9.7;31.2;;;1007.6;0.0;332.6;115;
456220;2010-01-20;25.3;33.7;15.4;33.0;;;1004.7;0.0;311.3;115;
456221;2010-01-21;21.6;29.4;16.4;28.7;;;1012.0;0.0;343.6;115;
456222;2010-01-22;22.3;32.6;11.2;33.6;;;1010.5;0.0;316.8;115;
456223;2010-01-23;23.4;32.9;13.8;31.7;;;1010.5;0.0;321.6;115;
456224;2010-01-24;24.1;32.4;14.2;24.8;;;1010.2;0.0;320.7;115;
456225;2010-01-25;24.1;36.4;11.3;30.8;;;1010.6;0.0;331.8;115;
456226;2010-01-26;22.7;29.8;15.6;37.7;;;1009.3;0.0;281.3;115;
456227;2010-01-27;22.6;32.8;12.2;42.0;;;1006.1;0.0;291.0;115;
456228;2010-01-28;24.5;33.5;15.0;31.2;;;997.4;0.0;284.3;115;
456229;2010-01-29;16.1;22.3;11.9;34.3;;;1003.7;0.0;186.8;115;
456230;2010-01-30;14.6;21.9;4.0;27.8;;;1016.3;0.0;323.8;115;
456231;2010-01-31;21.8;29.8;12.4;31.4;;;1007.8;0.0;312.8;115;
456232;2010-02-01;19.9;24.8;13.7;30.3;;;1003.0;0.0;225.7;115;
456233;2010-02-02;17.6;23.9;8.0;45.5;;;999.6;0.0;310.3;115;
456234;2010-02-03;17.3;20.6;13.9;29.2;;;997.5;0.0;290.2;115;
456235;2010-02-04;17.5;25.3;7.5;30.2;;;1000.5;0.0;145.6;115;
456236;2010-02-05;21.6;29.2;12.0;36.3;;;1000.6;0.0;284.8;115;
456237;2010-02-06;21.8;29.8;9.2;40.2;;;996.0;0.0;245.1;115;
456238;2010-02-07;20.8;25.1;17.3;28.3;;;1000.6;0.0;258.5;115;
456239;2010-02-08;21.9;28.0;13.7;33.8;;;1000.0;0.0;181.3;115;
456240;2010-02-09;20.0;26.6;15.0;30.3;;;993.3;0.0;203.3;115;
456241;2010-02-10;17.9;25.1;12.0;23.8;;;1004.5;0.0;291.8;115;
456242;2010-02-11;17.9;25.6;13.0;37.1;;;1011.0;0.0;248.3;115;
456243;2010-02-12;21.4;29.3;12.3;49.9;;;1007.6;0.0;210.9;115;
456244;2010-02-13;17.1;21.7;11.7;40.0;;;1010.1;0.0;285.8;115;
456245;2010-02-14;13.3;21.3;5.9;50.7;;;1015.5;0.0;253.1;115;
456246;2010-02-15;12.2;19.4;6.4;53.7;;;1019.5;0.0;175.7;115;
456247;2010-02-16;11.2;13.2;9.4;76.7;;;1018.1;0.5;50.3;115;
456248;2010-02-17;17.9;25.0;11.7;78.8;;;1004.6;18.8;154.5;115;
456249;2010-02-18;18.8;27.2;11.1;59.8;;;1003.4;0.0;254.8;115;
456250;2010-02-19;16.8;24.4;10.1;56.8;;;1008.9;0.0;258.2;115;
456251;2010-02-20;15.5;23.6;7.3;72.3;;;1016.8;0.0;274.4;115;
456252;2010-02-21;18.9;24.4;13.8;69.3;;;1014.5;0.0;155.4;115;
456253;2010-02-22;17.3;22.2;11.4;54.1;;;1007.6;0.0;249.5;115;
456254;2010-02-23;14.9;20.7;10.2;41.1;;;1015.4;0.0;273.5;115;
456255;2010-02-24;14.2;22.9;5.1;52.3;;;1023.3;0.0;264.5;115;
456256;2010-02-25;19.5;32.9;9.1;46.1;;;1014.7;0.0;262.1;115;
456257;2010-02-26;21.3;32.2;13.0;38.8;;;1010.9;0.0;258.7;115;
456258;2010-02-27;18.0;25.8;8.7;54.0;;;1019.3;0.0;245.8;115;
456259;2010-02-28;24.3;36.2;14.8;41.3;;;1010.5;0.0;251.3;115;
456260;2010-03-01;19.5;23.8;11.9;44.8;;;1012.8;0.0;247.8;115;
456261;2010-03-02;20.1;29.6;15.4;72.7;;;1011.3;1.8;157.9;115;
456262;2010-03-03;18.0;21.2;12.4;72.4;;;1017.2;1.3;69.8;115;
456263;2010-03-04;16.7;21.3;12.3;80.6;;;1019.6;0.3;126.3;115;
456264;2010-03-05;17.8;23.7;15.2;82.3;;;1016.4;0.0;134.1;115;
456265;2010-03-06;19.3;27.6;14.9;75.1;;;1012.6;0.0;187.0;115;
456266;2010-03-07;22.2;29.7;16.3;67.1;;;1005.8;3.8;139.3;115;
456267;2010-03-08;17.3;21.6;11.6;48.0;;;1016.4;0.0;147.5;115;
456268;2010-03-09;16.4;24.9;9.7;65.4;;;1015.4;0.0;127.0;115;
456269;2010-03-10;16.0;23.3;9.0;56.5;;;1013.7;0.0;226.8;115;
456270;2010-03-11;13.7;22.0;5.8;59.3;;;1015.0;0.0;226.3;115;
456271;2010-03-12;16.3;24.2;6.8;42.7;;;1004.9;0.0;217.8;115;
456272;2010-03-13;18.6;22.9;13.3;25.1;;;993.7;0.0;157.1;115;
456273;2010-03-14;12.5;16.7;8.0;33.3;;;1006.9;0.0;212.4;115;
456274;2010-03-15;13.2;20.7;7.4;49.7;;;1014.0;0.0;216.8;115;
456275;2010-03-16;18.4;29.6;8.2;45.9;;;1007.2;0.0;206.3;115;
456276;2010-03-17;20.7;28.1;12.6;44.6;;;1005.4;0.0;172.9;115;
456277;2010-03-18;17.1;23.1;11.2;76.8;;;1010.2;0.8;145.7;115;
456278;2010-03-19;15.3;22.5;10.6;72.9;;;1017.0;0.0;209.4;115;
456279;2010-03-20;18.8;26.1;12.2;55.7;;;1008.0;0.0;151.7;115;
456280;2010-03-21;18.2;23.7;10.2;41.3;;;999.1;0.0;181.8;115;
456281;2010-03-22;16.8;21.8;11.7;35.9;;;998.1;0.0;151.1;115;
456282;2010-03-23;16.0;21.7;6.6;45.2;;;1002.2;0.3;193.0;115;
456283;2010-03-24;14.2;24.8;2.2;54.8;;;1016.1;0.0;176.4;115;
456284;2010-03-25;19.0;27.2;9.2;52.3;;;1010.8;0.0;149.5;115;
456285;2010-03-26;20.3;27.3;12.9;45.3;;;1010.6;0.0;131.2;115;
456286;2010-03-27;16.7;25.5;8.8;51.8;;;1019.6;0.0;186.1;115;
456287;2010-03-28;18.0;28.0;10.8;50.3;;;1013.3;0.0;172.3;115;
456288;2010-03-29;13.9;20.3;9.6;66.3;;;1017.3;0.0;166.3;115;
456289;2010-03-30;16.7;25.0;9.2;67.8;;;1012.6;0.0;139.9;115;
456290;2010-03-31;18.5;25.0;14.2;56.6;;;1000.9;0.5;118.3;115;
456291;2010-04-01;16.2;23.3;10.1;40.6;;;1005.6;0.0;141.3;115;
456292;2010-04-02;12.4;19.4;7.4;38.2;;;1012.8;0.0;165.8;115;
456293;2010-04-03;9.0;15.0;4.2;56.4;;;1028.3;0.0;164.8;115;
456294;2010-04-04;11.1;20.2;2.1;54.6;;;1026.6;0.0;169.9;115;
456295;2010-04-05;17.4;26.6;8.3;43.8;;;1017.1;0.0;165.7;115;
456296;2010-04-06;19.0;27.4;9.7;42.8;;;1011.5;0.0;153.5;115;
456297;2010-04-07;13.0;19.1;3.9;52.1;;;1026.6;0.0;158.9;115;
456298;2010-04-08;16.3;25.2;7.8;64.8;;;1020.2;0.0;136.0;115;
456299;2010-04-09;20.0;29.5;12.1;53.4;;;1013.2;0.0;128.2;115;
456300;2010-04-10;18.4;25.9;11.1;52.0;;;1008.5;0.0;144.8;115;
456301;2010-04-11;12.9;18.5;6.8;64.5;;;1008.8;3.5;106.3;115;
456302;2010-04-12;10.6;19.1;2.1;71.4;;;1013.1;0.5;135.0;115;
456303;2010-04-13;11.1;15.7;5.3;67.4;;;1026.0;0.0;125.4;115;
456304;2010-04-14;10.0;22.0;0.4;67.3;;;1020.4;0.0;142.1;115;
456305;2010-04-15;12.5;23.9;3.9;62.7;;;1009.6;0.0;143.8;115;
456306;2010-04-16;13.6;22.6;4.8;53.3;;;1002.6;0.0;102.8;115;
456307;2010-04-17;16.7;22.2;8.3;37.7;;;1001.5;0.0;108.0;115;
456308;2010-04-18;14.0;19.7;5.1;40.8;;;1001.2;0.0;112.0;115;
456309;2010-04-19;12.2;15.7;8.3;35.8;;;1002.7;0.0;87.8;115;
456310;2010-04-20;9.2;14.8;2.1;38.8;;;1010.5;0.0;131.2;115;
456311;2010-04-21;7.2;11.6;0.7;52.7;;;1012.1;0.0;84.8;115;
456312;2010-04-22;3.3;11.9;-3.1;58.0;;;1022.3;0.0;130.3;115;
456313;2010-04-23;5.3;16.4;-4.2;59.6;;;1019.4;0.0;124.3;115;
456314;2010-04-24;7.2;16.7;-2.7;59.3;;;1014.8;0.0;144.3;115;
456315;2010-04-25;6.8;19.1;-2.7;59.4;;;1014.1;0.0;123.6;115;
456316;2010-04-26;9.2;20.3;-0.1;51.0;;;1009.1;0.0;110.8;115;
456317;2010-04-27;10.0;19.1;-1.2;47.3;;;1010.1;0.0;124.3;115;
456318;2010-04-28;12.5;20.6;2.5;40.3;;;1013.6;0.0;110.9;115;
456319;2010-04-29;13.3;21.8;0.6;32.2;;;1011.9;0.0;107.3;115;
456320;2010-04-30;21.3;25.5;16.6;35.7;;;1003.0;0.0;79.3;115;
456321;2010-05-01;23.0;29.3;13.1;34.8;;;1001.8;0.0;108.3;115;
456322;2010-05-02;13.1;19.6;7.8;59.6;;;1008.4;0.0;45.7;115;
456323;2010-05-03;8.4;16.4;0.4;57.3;;;1014.7;0.0;75.4;115;
456324;2010-05-04;9.9;18.3;0.1;48.0;;;1009.1;0.0;83.8;115;
456325;2010-05-05;12.2;19.1;7.0;52.8;;;997.7;0.0;66.5;115;
456326;2010-05-06;9.7;15.8;3.1;36.8;;;1012.8;0.0;101.1;115;
456327;2010-05-07;9.5;19.2;0.8;49.3;;;1018.5;0.0;99.7;115;
456328;2010-05-08;9.8;19.4;1.1;54.1;;;1023.7;0.0;98.4;115;
456329;2010-05-09;8.5;19.7;-1.3;69.3;;;1028.1;0.0;95.7;115;
456330;2010-05-10;13.9;21.6;7.7;57.2;;;1021.4;0.0;93.4;115;
456331;2010-05-11;16.8;22.9;11.9;36.4;;;1010.4;0.0;73.7;115;
456332;2010-05-12;11.7;16.6;0.6;35.1;;;1012.1;0.0;83.2;115;
456333;2010-05-13;6.2;17.3;-3.3;47.9;;;1005.1;0.0;84.8;115;
456334;2010-05-14;8.2;12.7;4.4;45.8;;;1012.9;0.0;65.3;115;
456335;2010-05-15;4.6;11.9;0.1;53.9;;;1024.7;0.0;88.2;115;
456336;2010-05-16;6.4;17.0;-3.5;45.9;;;1015.7;0.0;77.6;115;
456337;2010-05-17;9.3;20.3;0.8;35.3;;;1010.1;0.0;59.3;115;
456338;2010-05-18;13.7;19.2;6.1;37.3;;;1004.7;0.0;23.1;115;
456339;2010-05-19;8.7;14.7;1.3;44.8;;;1015.4;0.0;77.8;115;
456340;2010-05-20;4.9;16.8;-4.9;51.3;;;1017.4;0.0;82.6;115;
456341;2010-05-21;7.5;16.8;2.2;49.7;;;1015.0;0.0;51.2;115;
456342;2010-05-22;8.8;14.5;1.8;69.1;;;1015.5;1.3;43.7;115;
456343;2010-05-23;9.2;16.8;4.0;67.6;;;1014.4;0.0;77.5;115;
456344;2010-05-24;11.4;21.6;4.1;55.4;;;1007.7;0.0;64.8;115;
456345;2010-05-25;7.3;11.6;3.8;46.2;;;1018.9;0.0;55.3;115;
456346;2010-05-26;2.4;9.6;-3.1;66.0;;;1035.4;0.0;55.6;115;
456347;2010-05-27;3.2;11.6;-5.9;85.7;;;1029.0;0.5;18.0;115;
456348;2010-05-28;8.0;12.5;1.5;66.2;;;1011.8;0.0;54.8;115;
456349;2010-05-29;3.6;14.5;-5.0;66.8;;;1017.2;0.0;72.9;115;
456350;2010-05-30;5.1;9.9;-0.7;57.7;;;1025.8;0.0;72.6;115;
456351;2010-05-31;7.8;18.8;0.6;62.3;;;1019.1;0.0;71.0;115;
456352;2010-06-01;6.3;15.8;-2.4;66.3;;;1011.1;0.0;65.3;115;
456353;2010-06-02;8.8;16.9;4.1;57.2;;;1010.5;0.0;34.3;115;
456354;2010-06-03;5.0;14.8;-3.7;50.5;;;1014.6;0.0;58.3;115;
456355;2010-06-04;7.7;17.4;-2.1;56.5;;;1014.6;0.0;71.1;115;
456356;2010-06-05;14.5;19.6;5.7;43.1;;;1008.0;0.0;55.5;115;
456357;2010-06-06;11.5;18.2;3.4;30.3;;;1010.2;0.0;68.8;115;
456358;2010-06-07;2.0;10.4;-4.8;47.2;;;1026.5;0.0;69.3;115;
456359;2010-06-08;-1.0;9.9;-9.1;55.6;;;1032.7;0.0;69.7;115;
456360;2010-06-09;4.6;10.2;-5.1;64.0;11.8;51.5;1028.8;0.0;34.8;115;S
456361;2010-06-10;8.5;12.8;5.8;66.3;18.2;51.5;1020.5;0.0;49.5;115;S
456362;2010-06-11;10.1;13.8;7.4;57.2;13.4;46.7;1012.2;0.0;40.3;115;S
456363;2010-06-12;13.2;18.9;7.9;47.0;5.9;33.8;1012.6;0.0;64.1;115;ESE
456364;2010-06-13;11.2;17.7;7.2;59.0;9.1;30.6;1010.1;0.0;59.6;115;WSW
456365;2010-06-14;8.8;13.3;5.9;75.2;7.5;30.6;1003.1;0.0;44.6;115;SW
456366;2010-06-15;5.6;9.2;3.4;76.8;9.4;35.4;1014.1;1.8;34.6;115;N
456367;2010-06-16;2.2;5.4;-3.8;81.4;3.1;20.9;1018.3;1.0;38.8;115;N
456368;2010-06-17;-0.8;4.2;-5.8;82.9;3.5;30.6;1018.4;0.0;52.3;115;NNE
456369;2010-06-18;-4.0;2.2;-8.6;83.0;0.7;12.9;1013.9;0.0;40.3;115;NNE
456370;2010-06-19;-2.0;3.4;-8.4;78.1;1.5;16.1;1006.2;0.0;36.1;115;NNE
456371;2010-06-20;-0.3;3.7;-8.3;70.6;10.3;43.5;1012.5;0.5;66.9;115;NNE
456372;2010-06-21;-2.4;4.7;-9.2;78.2;0.1;11.3;1009.0;0.0;45.6;115;NNE
456373;2010-06-22;4.1;13.5;-5.3;79.8;2.4;25.7;997.9;0.8;25.9;115;NNE
456374;2010-06-23;11.3;14.3;5.1;46.7;12.1;46.7;988.9;0.3;26.6;115;
456375;2010-06-24;8.4;11.9;4.2;40.3;17.2;54.7;1001.0;0.0;57.4;115;ENE
456376;2010-06-25;6.0;13.2;-1.3;55.8;4.0;41.8;1016.5;0.0;60.7;115;
456377;2010-06-26;4.9;13.4;-2.4;59.0;3.6;29.0;1014.8;0.0;65.7;115;ENE
456378;2010-06-27;8.9;15.1;0.1;44.7;3.6;24.1;1013.2;0.0;53.8;115;
456379;2010-06-28;15.7;20.5;11.4;41.4;12.6;45.1;1004.6;0.0;43.9;115;
456380;2010-06-29;13.2;17.2;5.3;34.0;9.7;46.7;1004.4;0.0;28.8;115;
456381;2010-06-30;5.9;13.4;-2.7;55.3;7.2;46.7;1008.4;0.3;18.3;115;
456382;2010-07-01;10.8;16.7;1.3;51.3;5.0;41.8;1003.2;0.0;54.2;115;NE
456383;2010-07-02;1.8;12.8;-6.1;59.7;2.4;22.5;1012.4;0.0;72.0;115;S
456384;2010-07-03;2.5;13.5;-3.8;65.8;0.0;11.3;1008.5;0.0;56.2;115;S
456385;2010-07-04;7.7;19.1;-4.7;55.3;4.8;30.6;1001.8;0.0;61.3;115;SE
456386;2010-07-05;4.2;10.1;-1.9;46.2;7.1;37.0;1012.9;0.0;69.4;115;WNW
456387;2010-07-06;6.7;12.0;0.7;52.3;11.4;48.3;1010.3;3.1;31.4;115;SSW
456388;2010-07-07;6.2;9.7;1.3;75.4;4.7;33.8;1007.6;7.4;53.0;115;ENE
456389;2010-07-08;4.0;7.8;-0.2;67.5;5.1;35.4;1006.5;0.8;28.3;115;
456390;2010-07-09;4.2;9.1;-2.2;57.6;3.7;25.7;1015.2;0.0;48.6;115;
456391;2010-07-10;9.8;15.0;3.4;56.0;7.1;45.1;1000.2;0.0;34.0;115;ESE
456392;2010-07-11;4.8;9.0;2.3;68.6;21.2;72.4;1007.4;1.5;34.3;115;NNE
456393;2010-07-12;4.4;8.6;0.7;57.5;19.2;54.7;1017.1;0.0;53.3;115;NNE
456394;2010-07-13;5.4;8.5;3.7;73.6;16.8;43.5;1020.5;0.0;53.0;115;NNE
456395;2010-07-14;3.1;6.6;0.4;80.5;11.5;38.6;1032.3;1.3;65.4;115;NNE
456396;2010-07-15;-0.3;5.3;-4.8;69.5;4.3;17.7;1038.2;0.0;77.0;115;NNE
456397;2010-07-16;-1.7;10.1;-9.6;67.8;0.1;11.3;1033.7;0.0;78.5;115;NNE
456398;2010-07-17;0.9;12.6;-6.4;63.7;0.7;14.5;1029.0;0.0;76.4;115;
456399;2010-07-18;2.5;12.6;-6.5;58.3;6.3;33.8;1020.0;0.0;79.7;115;
456400;2010-07-19;2.8;10.9;-2.7;59.3;1.6;16.1;1010.8;0.0;58.3;115;SW
456401;2010-07-20;4.3;8.9;-2.9;76.3;6.6;25.7;1014.0;0.0;35.8;115;WSW
456402;2010-07-21;4.3;6.7;0.4;70.9;5.0;20.9;1018.0;0.0;52.3;115;NNW
456403;2010-07-22;2.4;10.7;-3.6;67.3;3.6;32.2;1014.7;0.0;82.8;115;N
456404;2010-07-23;1.3;8.2;-4.5;70.3;0.4;16.1;1014.2;0.0;48.5;115;NE
456405;2010-07-24;1.7;12.9;-5.7;71.0;0.4;12.9;1021.3;0.0;76.0;115;NE
456406;2010-07-25;2.8;12.3;-5.9;70.9;1.1;22.5;1018.5;0.0;71.3;115;S
456407;2010-07-26;5.1;13.7;-4.3;59.5;3.1;32.2;1011.2;0.0;85.1;115;ENE
456408;2010-07-27;9.7;14.7;0.7;39.9;9.0;43.5;1003.4;0.0;65.9;115;NE
456409;2010-07-28;5.1;13.4;-4.3;46.4;3.6;37.0;1013.3;0.0;76.7;115;
456410;2010-07-29;6.2;15.3;-2.8;49.6;1.2;14.5;1008.7;0.0;88.6;115;NNW
456411;2010-07-30;2.2;8.7;-2.9;79.2;5.4;37.0;1012.9;0.0;67.2;115;NNW
456412;2010-07-31;2.2;5.3;-1.8;59.7;14.2;57.9;1018.0;0.0;60.1;115;NNE
456413;2010-08-01;-1.4;6.4;-7.8;58.2;4.6;25.7;1026.1;0.0;;115;NE
456414;2010-08-02;-2.3;5.5;-8.2;64.1;3.1;20.9;1035.8;0.0;;115;NNE
456415;2010-08-03;-1.5;9.6;-11.2;55.0;1.9;16.1;1038.8;0.0;;115;SW
456416;2010-08-04;2.0;11.4;-5.9;43.3;8.2;33.8;1034.6;0.0;;115;SW
456417;2010-08-05;3.0;8.3;-3.2;50.4;15.8;56.3;1021.9;0.0;;115;SW
456418;2010-08-06;5.8;14.8;-3.8;48.9;5.9;46.7;1011.6;0.0;;115;SSE
456419;2010-08-07;3.6;13.4;-4.5;50.4;3.4;29.0;1017.5;0.0;;115;
456420;2010-08-08;5.4;14.8;-5.8;50.3;5.2;49.9;1018.5;0.0;;115;
456421;2010-08-09;6.5;17.7;-3.0;52.3;4.3;38.6;1018.0;0.0;;115;N
456422;2010-08-10;6.3;18.9;-6.1;47.4;1.7;19.3;1017.0;0.0;;115;NE
456423;2010-08-11;8.5;18.2;-2.2;44.1;7.6;49.9;1009.1;0.0;;115;N
456424;2010-08-12;4.3;9.9;-2.3;55.1;11.1;41.8;1031.3;0.0;;115;N
456425;2010-08-13;1.0;10.2;-8.9;57.8;2.3;20.9;1034.9;0.0;;115;WNW
456426;2010-08-14;2.8;12.1;-5.1;50.0;3.2;19.3;1027.0;0.0;;115;WSW
456427;2010-08-15;5.9;11.6;-1.7;52.5;14.9;49.9;1016.1;0.0;;115;SSW
456428;2010-08-16;11.6;19.5;3.9;43.8;8.2;37.0;1007.5;0.0;;115;ESE
456429;2010-08-17;13.7;18.4;8.1;39.2;10.7;41.8;1003.9;0.0;;115;SSE
456430;2010-08-18;8.4;13.9;1.9;59.8;7.2;43.5;1010.4;1.0;;115;NW
456431;2010-08-19;8.4;15.9;1.8;51.9;7.2;38.6;1018.9;0.0;;115;NW
456432;2010-08-20;10.9;21.4;2.8;48.8;3.2;37.0;1006.4;0.0;;115;WSW
456433;2010-08-21;7.8;16.8;-2.7;35.8;4.8;37.0;1009.0;0.0;;115;ESE
456434;2010-08-22;7.9;16.4;-0.4;31.8;5.5;35.4;1007.5;0.0;;115;ENE
456435;2010-08-23;7.9;17.9;-3.7;37.3;4.6;41.8;1006.9;0.0;;115;ENE
456436;2010-08-24;12.9;19.1;3.1;36.4;9.5;35.4;1006.2;0.0;;115;
456437;2010-08-25;14.0;21.1;4.0;40.4;9.9;48.3;1004.0;0.0;;115;SE
456438;2010-08-26;15.3;17.3;14.0;32.6;12.9;38.6;998.6;0.0;;115;ESE
456439;2010-08-27;11.3;16.9;1.5;31.9;10.5;54.7;1001.7;0.0;;115;
456440;2010-08-28;8.9;14.5;1.8;34.8;13.4;48.3;1006.4;0.0;;115;NNE
456441;2010-08-29;4.9;12.0;-3.4;37.3;7.0;43.5;1019.6;0.0;;115;N
456442;2010-08-30;11.0;18.9;5.8;22.8;17.8;53.1;1005.3;0.0;;115;SSW
456443;2010-08-31;6.8;14.8;-1.4;45.5;7.5;;1015.7;;;115;N
456444;2010-09-01;3.4;13.4;-7.4;50.1;4.7;33.8;1030.4;0.0;;115;WSW
456445;2010-09-02;9.0;19.2;0.2;27.3;5.9;35.4;1022.4;0.0;;115;WSW
456446;2010-09-03;9.7;18.8;1.3;42.8;6.1;48.3;1019.6;0.0;;115;NNE
456447;2010-09-04;7.7;16.8;-0.9;47.7;8.0;59.5;1014.7;0.0;;115;NE
456448;2010-09-05;7.5;17.3;-4.1;30.7;4.0;37.0;1017.2;0.0;;115;NE
456449;2010-09-06;8.8;15.5;-0.4;41.1;4.7;29.0;1020.3;0.0;;115;N
456450;2010-09-07;11.3;18.9;6.4;59.2;13.7;38.6;1022.9;0.0;;115;SW
456451;2010-09-08;9.3;17.9;4.2;75.3;5.7;29.0;1017.6;0.0;;115;WSW
456452;2010-09-09;10.9;18.1;7.2;80.1;3.8;29.0;1016.4;1.8;;115;ENE
456453;2010-09-10;10.2;17.6;4.2;70.5;3.3;32.2;1017.5;0.3;;115;NNE
456454;2010-09-11;8.8;16.6;1.7;59.9;5.7;32.2;1014.8;0.0;;115;N
456455;2010-09-12;9.3;15.5;4.4;64.8;9.2;37.0;1016.4;0.0;;115;WSW
456456;2010-09-13;10.6;19.1;2.9;57.6;4.8;33.8;1013.9;0.0;;115;SW
456457;2010-09-14;12.0;19.1;4.7;40.0;6.0;38.6;1009.7;0.0;;115;NE
456458;2010-09-15;9.2;15.0;1.1;35.1;6.1;40.2;1014.1;0.0;;115;NNE
456459;2010-09-16;7.4;14.7;-0.1;46.4;8.1;54.7;1016.2;0.0;;115;NE
456460;2010-09-17;8.0;19.7;-3.6;47.3;5.0;35.4;1018.5;0.0;;115;SW
456461;2010-09-18;14.1;19.2;8.9;29.2;4.8;25.7;1009.2;0.0;;115;ENE
456462;2010-09-19;12.7;20.2;0.5;33.9;8.0;43.5;1008.3;0.0;;115;
456463;2010-09-20;10.6;17.9;-0.1;28.5;8.2;38.6;1007.5;0.0;;115;ENE
456464;2010-09-21;12.7;18.2;5.1;26.6;11.0;43.5;1005.2;0.0;;115;NE
456465;2010-09-22;10.8;16.4;4.5;34.9;10.3;41.8;1012.4;0.0;;115;NE
456466;2010-09-23;10.1;20.6;-2.5;36.8;4.7;30.6;1013.7;0.0;;115;
456467;2010-09-24;10.8;23.2;-1.6;31.5;3.2;24.1;1013.5;0.0;;115;WSW
456468;2010-09-25;12.0;20.1;4.2;35.1;6.2;33.8;1012.2;0.0;;115;NNE
456469;2010-09-26;8.4;17.9;-1.8;54.6;9.5;41.8;1017.3;0.0;;115;WSW
456470;2010-09-27;11.3;18.4;6.0;72.6;11.0;30.6;1016.0;0.0;;115;WSW
456471;2010-09-28;10.8;14.7;8.6;84.0;2.4;24.1;1015.2;5.5;;115;NNE
456472;2010-09-29;10.0;17.9;3.5;69.4;9.9;46.7;1016.5;2.5;;115;NE
456473;2010-09-30;8.2;15.4;3.2;68.5;5.6;29.0;1021.2;0.0;;115;NNW
456474;2010-10-01;9.5;19.6;-0.6;56.0;4.1;32.2;1019.2;0.0;;115;NE
456475;2010-10-02;14.9;22.3;5.3;35.6;9.2;48.3;1010.8;0.0;;115;ENE
456476;2010-10-03;14.8;20.7;8.7;38.3;4.4;32.2;1007.1;0.0;;115;
456477;2010-10-04;12.6;18.2;5.7;45.0;8.6;37.0;1012.3;0.0;;115;NE
456478;2010-10-05;11.4;18.9;5.7;66.0;5.3;20.9;1013.7;0.0;;115;SW
456479;2010-10-06;11.8;19.3;5.7;59.9;4.6;41.8;1010.7;0.0;;115;WSW
456480;2010-10-07;11.8;19.1;2.0;32.3;3.9;24.1;1016.6;0.0;;115;NNE
456481;2010-10-08;12.7;19.6;6.6;39.0;8.3;33.8;1021.2;0.0;;115;N
456482;2010-10-09;16.9;27.3;6.2;36.7;7.1;37.0;1021.2;0.0;;115;SW
456483;2010-10-10;21.9;31.3;13.7;25.2;3.7;29.0;1014.6;0.0;;115;ESE
456484;2010-10-11;17.8;29.1;9.9;40.3;7.8;45.1;1013.2;0.0;;115;N
456485;2010-10-12;13.2;21.7;8.6;67.2;5.5;33.8;1009.9;0.0;;115;NNW
456486;2010-10-13;11.7;16.2;4.9;47.1;13.0;59.5;1011.1;0.0;;115;N
456487;2010-10-14;9.0;18.5;-1.3;51.6;7.6;41.8;1022.4;0.0;;115;SW
456488;2010-10-15;10.9;16.1;6.4;53.1;5.9;29.0;1022.7;0.0;;115;SW
456489;2010-10-16;11.8;20.6;4.2;52.0;6.3;37.0;1024.2;0.0;;115;WSW
456490;2010-10-17;14.6;25.7;5.4;45.6;11.5;48.3;1014.9;0.0;;115;SW
456491;2010-10-18;16.3;24.1;6.0;33.5;4.9;35.4;1008.0;0.0;;115;ESE
456492;2010-10-19;20.5;28.4;9.3;26.2;9.5;49.9;1001.8;0.0;;115;
456493;2010-10-20;16.2;21.3;7.5;43.5;8.1;46.7;1004.6;0.8;;115;ESE
