id;periodo;temperatura_minima;temperatura_media;temperatura_maxima;humedad;velocidad_viento;velocidad_max_viento;barometro;mm_lluvia;radiacion_solar;sonda;direccion_viento
486901;2015-04-12;12.9;20.5;9.2;62.2;4.6;35.4;934.6;0.0;0.0;127;W
486902;2015-04-13;11.9;20.8;5.2;63.8;2.5;22.5;930.6;0.0;0.0;127;WSW
486903;2015-04-14;12.6;19.6;7.6;48.7;5.3;25.7;928.8;0.0;0.0;127;ESE
486904;2015-04-15;12.8;19.0;6.7;38.9;2.3;11.3;925.6;0.0;0.0;127;
486905;2015-04-16;11.6;12.9;10.5;87.0;1.1;37.0;974.5;9.4;0.0;127;
486906;2015-04-17;13.8;20.6;9.6;57.3;2.4;30.6;970.3;0.5;0.0;127;SSW
486907;2015-04-18;14.2;21.2;9.1;57.6;8.6;49.9;957.9;8.9;0.0;127;WSW
486908;2015-04-19;13.6;19.0;8.2;45.7;9.0;41.8;961.5;0.0;0.0;127;WSW
486909;2015-04-20;9.4;16.8;3.3;57.3;2.0;17.7;974.5;0.0;0.0;127;WSW
486910;2015-04-21;11.8;21.3;4.8;40.6;4.0;24.1;976.3;0.0;0.0;127;WSW
486911;2015-04-22;17.2;27.7;9.2;33.4;4.5;22.5;972.0;0.0;0.0;127;WSW
486912;2015-04-23;18.7;28.7;12.9;31.3;5.0;27.4;967.8;0.0;0.0;127;WSW
486913;2015-04-24;18.7;26.4;13.5;37.1;4.1;22.5;972.7;0.0;0.0;127;WSW
486914;2015-04-25;19.8;28.6;11.7;33.1;4.8;33.8;970.1;0.0;0.0;127;WSW
486915;2015-04-26;11.9;15.2;6.1;50.5;3.8;20.9;980.8;0.0;0.0;127;ESE
486916;2015-04-27;11.1;15.2;7.7;70.0;4.0;30.6;984.4;0.0;0.0;127;ESE
486917;2015-04-28;15.0;22.1;10.6;58.7;7.2;38.6;977.4;0.0;0.0;127;W
486918;2015-04-29;13.9;23.4;6.8;58.3;5.2;25.7;974.1;0.0;0.0;127;W
486919;2015-04-30;13.2;21.6;5.7;47.9;2.7;17.7;972.8;0.0;0.0;127;WSW
486920;2015-05-01;10.4;14.8;4.9;51.5;6.0;37.0;920.6;0.0;;127;NW
486921;2015-05-02;4.1;7.2;2.2;59.4;8.3;37.0;924.9;0.0;;127;W
486922;2015-05-03;8.3;15.1;2.7;50.8;12.1;38.6;923.7;0.0;;127;W
486923;2015-05-04;9.2;13.7;6.2;49.4;10.6;37.0;925.8;0.0;;127;NW
486924;2015-05-05;6.2;9.9;3.8;68.5;4.8;24.1;935.7;0.0;;127;S
486925;2015-05-06;5.4;11.2;-0.7;68.4;5.0;32.2;939.9;0.0;;127;NW
486926;2015-05-07;9.6;18.1;5.9;56.6;8.1;35.4;927.8;0.0;;127;NNW
486927;2015-05-08;9.7;13.9;5.8;60.7;1.9;27.4;924.5;0.0;;127;W
486928;2015-05-09;11.4;17.0;7.9;56.0;6.9;32.2;927.9;0.0;;127;NW
486929;2015-05-10;9.8;15.6;3.1;59.3;3.3;22.5;933.7;0.0;;127;NW
486930;2015-05-11;12.5;18.3;9.0;64.1;2.5;27.4;929.9;0.5;;127;NNW
486931;2015-05-12;13.0;19.7;7.3;56.0;8.5;46.7;923.0;0.0;;127;NW
486932;2015-05-13;11.0;15.0;6.1;48.2;8.4;43.5;923.8;0.0;;127;NNW
486933;2015-05-14;13.7;19.4;9.6;46.7;14.2;51.5;920.3;0.0;;127;NW
486934;2015-05-15;14.7;17.4;11.5;46.9;16.9;64.4;916.9;0.0;;127;NNW
486935;2015-05-16;16.7;20.2;11.4;52.7;29.1;85.3;909.9;0.0;;127;NW
486936;2015-05-17;12.1;15.3;7.9;53.7;6.4;43.5;925.5;0.0;;127;NW
486937;2015-05-18;9.8;12.9;6.6;77.7;0.6;14.5;934.5;0.8;;127;NW
486938;2015-05-19;12.9;17.3;7.4;73.1;8.5;41.8;927.5;0.0;;127;NNW
486939;2015-05-20;15.0;19.6;9.4;54.3;14.6;69.2;916.1;0.0;;127;NNW
486940;2015-05-21;9.7;14.5;6.1;47.6;14.8;61.2;920.0;0.0;;127;NW
486941;2015-05-22;9.8;14.4;7.1;45.4;19.6;69.2;919.3;0.0;;127;NW
486942;2015-05-23;3.4;7.8;-0.7;58.5;5.1;30.6;928.9;0.0;;127;NW
486943;2015-05-24;5.2;9.8;1.1;45.6;11.5;48.3;930.2;0.0;;127;W
486944;2015-05-25;8.9;14.2;5.5;42.3;12.3;45.1;928.8;0.0;;127;NW
486945;2015-05-26;7.0;16.1;-0.5;46.6;3.0;19.3;934.4;0.0;;127;NW
486946;2015-05-27;10.9;19.0;3.4;41.6;4.8;27.4;931.8;0.0;;127;NW
486947;2015-05-28;11.9;16.8;6.7;40.5;9.5;54.7;921.4;0.0;;127;NW
486948;2015-05-29;9.9;13.9;5.2;48.8;7.6;41.8;920.8;0.0;;127;NW
486949;2015-05-30;7.9;11.5;3.6;63.8;6.6;35.4;923.9;0.3;;127;NW
486950;2015-05-31;6.1;12.4;0.4;59.0;5.4;37.0;925.1;0.0;;127;W
486951;2015-06-01;10.2;16.9;0.1;59.0;11.9;64.4;919.4;0.3;0.0;127;NW
486952;2015-06-02;12.6;18.6;7.1;62.4;17.2;78.9;909.3;1.3;0.0;127;NW
486953;2015-06-03;10.1;14.3;6.9;45.8;19.7;61.2;916.2;0.0;0.0;127;NW
486954;2015-06-04;9.2;13.2;4.6;56.3;12.1;54.7;920.9;0.0;0.0;127;NW
486955;2015-06-05;11.1;14.1;8.1;60.7;16.2;56.3;911.1;0.8;0.0;127;NW
486956;2015-06-06;7.7;11.6;4.2;58.0;15.4;56.3;915.4;0.0;0.0;127;NW
486957;2015-06-07;5.7;10.5;1.4;58.9;5.1;32.2;927.1;0.0;0.0;127;W
486958;2015-06-08;2.9;6.8;-1.3;75.4;1.5;12.9;928.2;0.0;0.0;127;W
486959;2015-06-09;4.0;8.3;-1.2;61.0;11.1;45.1;924.6;0.3;0.0;127;NW
486960;2015-06-10;3.9;8.8;-1.5;51.4;13.0;54.7;922.4;0.0;0.0;127;NW
486961;2015-06-11;5.0;9.1;1.6;45.5;10.2;43.5;929.3;0.0;0.0;127;W
486962;2015-06-12;6.4;10.8;2.5;44.3;10.3;46.7;925.3;0.0;0.0;127;W
486963;2015-06-13;5.9;10.2;2.6;50.4;8.7;37.0;920.7;0.0;0.0;127;NW
486964;2015-06-14;5.0;8.4;1.3;52.3;15.2;54.7;923.0;0.0;0.0;127;W
486965;2015-06-15;11.1;15.6;6.9;42.7;19.9;61.2;918.1;0.0;0.0;127;NW
486966;2015-06-16;7.3;12.4;-0.7;51.4;9.8;46.7;916.0;0.0;0.0;127;NW
486967;2015-06-17;0.6;6.3;-3.5;48.6;5.7;30.6;937.8;0.0;0.0;127;W
486968;2015-06-18;3.9;11.9;-3.7;32.0;5.0;29.0;939.2;0.0;0.0;127;NW
486969;2015-06-19;9.1;13.9;5.7;36.0;12.5;46.7;922.3;0.0;0.0;127;NW
486970;2015-06-20;7.5;12.5;3.8;54.0;7.8;35.4;926.8;0.0;0.0;127;NW
486971;2015-06-21;4.9;7.9;-1.3;43.1;6.8;37.0;929.8;0.0;0.0;127;W
486972;2015-06-22;0.4;7.6;-4.4;40.4;3.7;22.5;941.5;0.0;0.0;127;NW
486973;2015-06-23;6.3;13.7;-2.3;30.0;10.2;53.1;934.5;0.0;0.0;127;NW
486974;2015-06-24;8.0;17.3;1.8;36.2;12.7;40.2;925.5;0.0;0.0;127;NW
486975;2015-06-25;10.4;16.4;4.3;58.0;13.2;49.9;928.0;0.0;0.0;127;NW
486976;2015-06-26;11.3;16.4;6.8;59.4;7.6;43.5;930.3;0.0;0.0;127;NW
486977;2015-06-27;4.7;10.8;-1.8;45.4;3.7;38.6;932.9;0.0;0.0;127;NW
486978;2015-06-28;10.0;13.0;4.4;37.6;18.2;75.6;921.5;0.0;0.0;127;NW
486979;2015-06-29;10.9;15.1;5.3;47.0;9.7;57.9;921.6;0.0;0.0;127;W
486980;2015-06-30;2.5;7.8;-3.0;75.8;2.4;29.0;931.5;0.8;0.0;127;W
486981;2015-07-01;1.2;7.1;-4.3;63.9;0.8;14.5;932.5;0.0;;127;W
486982;2015-07-02;1.9;5.8;-3.2;78.6;3.0;25.7;932.4;0.0;;127;W
486983;2015-07-03;3.1;9.3;-1.7;61.5;7.1;24.1;937.6;0.0;;127;NW
486984;2015-07-04;5.8;12.6;-1.8;39.8;7.4;38.6;926.2;0.0;;127;NNW
486985;2015-07-05;8.3;11.8;5.0;49.4;11.7;38.6;917.1;0.0;;127;NW
486986;2015-07-06;6.3;10.6;3.1;52.2;14.7;45.1;922.2;0.0;;127;NW
486987;2015-07-07;6.3;8.8;1.4;62.0;9.1;48.3;926.5;0.5;;127;NW
486988;2015-07-08;9.6;14.8;2.9;54.9;24.3;90.1;911.7;0.5;;127;NW
486989;2015-07-09;3.8;7.4;-1.1;55.8;7.2;38.6;922.3;0.0;;127;NW
486990;2015-07-10;2.1;7.6;-1.7;51.1;6.2;25.7;930.2;0.0;;127;NW
486991;2015-07-11;3.2;8.9;-1.8;49.3;8.6;30.6;923.8;0.0;;127;NW
486992;2015-07-12;0.6;3.7;-4.9;57.9;4.0;22.5;922.5;0.0;;127;NW
486993;2015-07-13;2.8;8.4;-3.9;40.8;12.4;51.5;918.5;0.0;;127;NW
486994;2015-07-14;3.5;9.2;-5.1;51.9;11.8;59.5;926.5;0.0;;127;NW
486995;2015-07-15;4.9;8.0;0.1;52.0;16.6;64.4;922.9;0.0;;127;NW
486996;2015-07-16;2.8;8.3;-4.1;52.9;9.1;46.7;931.7;0.0;;127;NW
486997;2015-07-17;6.9;10.9;1.6;57.8;22.5;75.6;918.6;0.0;;127;NW
486998;2015-07-18;3.0;7.8;-2.8;48.3;9.7;40.2;925.6;0.0;;127;NW
486999;2015-07-19;1.0;4.9;-3.2;60.3;4.9;33.8;932.5;0.0;;127;W
487000;2015-07-20;0.5;6.5;-5.9;61.2;6.3;37.0;938.8;0.0;;127;NW
487001;2015-07-21;6.4;12.5;0.7;51.7;11.1;46.7;928.8;0.0;;127;NW
487002;2015-07-22;7.0;14.3;0.9;52.4;8.9;38.6;930.0;0.0;;127;NW
487003;2015-07-23;10.7;12.8;8.3;56.1;11.2;51.5;927.9;1.5;;127;NW
487004;2015-07-24;12.1;18.3;5.6;46.0;9.0;37.0;926.9;0.0;;127;NNW
487005;2015-07-25;14.7;17.1;12.1;35.3;16.8;67.6;918.1;0.0;;127;NNW
487006;2015-07-26;13.8;17.4;10.2;38.9;15.1;56.3;913.9;0.0;;127;NW
487007;2015-07-27;10.6;13.9;7.5;55.3;15.8;49.9;916.6;0.0;;127;NW
487008;2015-07-28;8.3;14.4;3.1;50.6;7.7;45.1;924.0;0.0;;127;NW
487009;2015-07-29;7.5;14.5;1.1;50.6;4.8;24.1;930.2;0.0;;127;NW
487010;2015-07-30;10.1;14.9;5.8;52.7;8.8;41.8;922.5;0.0;;127;NW
487011;2015-07-31;5.7;11.6;0.7;55.9;4.1;24.1;926.9;0.0;;127;NW
487012;2015-08-01;7.9;11.6;3.3;46.9;11.9;46.7;917.5;0.0;;127;NW
487013;2015-08-02;6.0;9.1;1.9;53.9;20.4;67.6;915.5;1.5;;127;NW
487014;2015-08-03;5.4;10.4;-0.9;49.0;6.6;33.8;928.7;0.0;;127;W
487015;2015-08-04;9.3;15.7;2.4;46.4;5.6;37.0;925.5;0.0;;127;NW
487016;2015-08-05;13.7;18.7;11.1;44.0;14.6;53.1;913.7;0.0;;127;NNW
487017;2015-08-06;7.2;11.1;3.9;73.1;2.0;22.5;913.2;7.1;;127;NW
487018;2015-08-07;4.6;7.9;2.3;78.8;3.0;24.1;922.6;1.5;;127;W
487019;2015-08-08;3.9;7.3;1.4;80.5;0.5;14.5;931.7;1.5;;127;W
487020;2015-08-09;5.6;9.7;1.3;75.9;6.3;30.6;923.8;0.0;;127;NW
487021;2015-08-10;2.3;7.6;-1.1;67.7;4.0;24.1;931.1;0.0;;127;NW
487022;2015-08-11;3.3;9.8;-2.3;59.6;5.9;38.6;935.4;0.0;;127;NW
487023;2015-08-12;4.2;8.3;1.3;69.5;2.4;17.7;944.3;0.0;;127;ESE
487024;2015-08-13;3.5;9.9;-3.6;69.5;4.5;32.2;942.5;0.0;;127;NW
487025;2015-08-14;6.3;11.2;2.7;55.6;18.1;49.9;924.3;0.0;;127;NW
487026;2015-08-15;6.1;8.3;2.8;44.9;13.6;56.3;925.8;0.0;;127;W
487027;2015-08-16;7.3;13.6;1.3;33.4;15.7;61.2;927.3;0.0;;127;NW
487028;2015-08-17;10.6;16.7;6.9;46.1;17.0;64.4;920.7;0.0;;127;NW
487029;2015-08-18;5.1;11.9;-1.2;65.0;3.4;30.6;933.4;0.3;;127;NW
487030;2015-08-19;3.4;8.9;-2.2;71.1;1.8;17.7;938.1;0.0;;127;ESE
487031;2015-08-20;10.3;16.4;1.6;64.8;8.5;37.0;929.1;0.0;;127;NW
487032;2015-08-21;9.5;13.9;5.5;77.4;3.3;32.2;919.0;9.4;;127;W
487033;2015-08-22;3.9;6.2;1.2;88.6;6.3;30.6;926.7;1.8;;127;SSW
487034;2015-08-23;2.7;6.5;-1.8;83.7;4.1;32.2;935.7;0.3;;127;ESE
487035;2015-08-24;8.7;14.1;4.1;67.4;13.9;56.3;921.8;0.3;;127;NW
487036;2015-08-25;11.0;14.8;6.6;63.3;10.5;48.3;915.6;0.0;;127;NW
487037;2015-08-26;8.6;12.9;5.8;59.8;14.3;54.7;921.0;0.0;;127;NW
487038;2015-08-27;7.9;11.6;1.5;54.5;11.5;56.3;923.7;0.0;;127;NW
487039;2015-08-28;10.5;15.2;7.4;57.9;24.5;72.4;912.1;0.0;;127;NW
487040;2015-08-29;9.0;14.2;4.3;49.4;17.8;69.2;918.6;0.0;;127;NW
487041;2015-08-30;7.2;12.8;2.4;52.3;9.7;35.4;926.7;0.0;;127;NW
487042;2015-08-31;3.3;8.9;-1.8;51.8;2.5;19.3;943.1;0.0;;127;W
487043;2015-09-01;4.3;10.8;-3.1;45.7;7.3;30.6;944.0;0.0;;127;NW
487044;2015-09-02;5.9;12.7;0.3;42.7;6.9;29.0;939.3;0.0;;127;NW
487045;2015-09-03;9.5;17.3;-1.0;25.1;8.1;38.6;935.1;0.0;;127;W
487046;2015-09-04;10.6;19.7;2.9;41.7;5.0;22.5;935.8;0.0;;127;NW
487047;2015-09-05;16.2;23.4;6.3;21.4;9.9;45.1;924.3;0.0;;127;NW
487048;2015-09-06;11.6;18.7;5.8;36.1;4.8;32.2;920.3;0.0;;127;SSE
487049;2015-09-07;9.2;14.6;2.9;51.7;9.2;41.8;917.7;0.0;;127;W
487050;2015-09-08;4.0;9.9;-1.7;56.1;11.8;57.9;920.5;0.5;;127;NW
487051;2015-09-09;1.4;6.2;-4.0;49.5;12.9;59.5;925.6;0.0;;127;NW
487052;2015-09-10;-0.8;2.1;-4.1;67.7;9.9;40.2;929.5;0.0;;127;SW
487053;2015-09-11;4.5;9.6;-3.6;60.3;8.4;45.1;933.3;0.0;;127;W
487054;2015-09-12;8.1;14.7;1.6;45.2;9.9;35.4;932.6;0.0;;127;W
487055;2015-09-13;8.6;15.7;2.4;25.1;10.1;37.0;927.6;0.0;;127;W
487056;2015-09-14;8.5;13.9;1.1;21.9;10.2;37.0;917.7;0.0;;127;NW
487057;2015-09-15;0.8;5.1;-3.6;64.9;5.4;37.0;924.7;0.0;;127;W
487058;2015-09-16;3.5;9.6;-2.2;42.3;10.1;46.7;927.0;0.0;;127;W
487059;2015-09-17;4.1;9.3;-1.0;48.4;6.1;27.4;930.1;0.0;;127;W
487060;2015-09-18;5.2;12.5;-3.6;46.5;5.7;33.8;932.3;0.0;;127;W
487061;2015-09-19;6.4;13.9;0.6;44.5;4.1;24.1;934.2;0.0;;127;NW
487062;2015-09-20;6.4;12.1;-0.2;52.2;6.9;29.0;935.6;0.0;;127;ESE
487063;2015-09-21;4.0;5.5;2.9;91.5;3.6;17.7;937.6;3.8;;127;ESE
487064;2015-09-22;6.5;9.7;3.7;85.8;2.2;17.7;934.3;3.5;;127;NE
487065;2015-09-23;9.6;15.4;5.8;68.7;3.2;19.3;927.1;0.0;;127;NW
487066;2015-09-24;9.4;17.5;2.9;70.1;4.9;24.1;929.1;8.4;;127;W
487067;2015-09-25;8.9;14.6;5.6;69.6;3.1;22.5;931.2;0.0;;127;W
487068;2015-09-26;9.6;15.7;3.2;57.0;7.2;33.8;928.8;0.0;;127;NW
487069;2015-09-27;9.8;13.8;7.8;57.1;12.4;40.2;920.4;0.8;;127;NW
487070;2015-09-28;6.4;11.7;2.9;68.6;11.5;48.3;923.1;1.8;;127;W
487071;2015-09-29;7.9;16.6;0.8;62.8;2.5;20.9;928.1;0.0;;127;W
487072;2015-09-30;12.6;17.4;5.4;59.5;7.5;33.8;920.7;0.3;;127;NW
487073;2015-10-01;4.2;11.7;-1.0;63.4;12.3;40.2;934.6;0.0;0.0;127;SSW
487074;2015-10-02;3.9;10.2;-3.2;55.4;3.3;25.7;941.8;0.0;0.0;127;ESE
487075;2015-10-03;7.4;13.6;-1.2;54.6;8.4;33.8;933.5;0.0;0.0;127;N
487076;2015-10-04;9.8;15.1;7.3;56.7;11.7;41.8;925.2;0.0;0.0;127;NNW
487077;2015-10-05;9.8;15.3;3.7;46.5;8.8;35.4;925.5;0.0;0.0;127;NW
487078;2015-10-06;7.5;12.1;1.7;34.8;8.0;37.0;926.7;0.0;0.0;127;NW
487079;2015-10-07;5.3;9.7;1.5;46.2;5.9;30.6;930.7;0.0;0.0;127;W
487080;2015-10-08;5.1;11.7;-0.6;49.9;3.4;19.3;938.5;0.0;0.0;127;NW
487081;2015-10-09;6.4;12.1;1.5;51.3;2.7;22.5;945.1;0.0;0.0;127;SSE
487082;2015-10-10;6.3;14.1;-0.5;51.8;2.6;17.7;947.6;0.0;0.0;127;ESE
487083;2015-10-11;9.8;17.2;1.7;40.0;5.3;24.1;940.0;0.0;0.0;127;NW
487084;2015-10-12;11.6;17.8;4.1;40.2;11.4;40.2;923.9;0.0;0.0;127;NNW
487085;2015-10-13;12.8;20.3;7.5;45.0;11.9;41.8;916.5;0.0;0.0;127;NW
487086;2015-10-14;9.8;14.5;3.7;49.9;2.6;22.5;920.1;0.0;0.0;127;W
487087;2015-10-15;3.9;6.3;2.1;83.9;6.7;25.7;931.6;1.5;0.0;127;S
487088;2015-10-16;5.4;12.4;-0.4;62.3;2.5;25.7;938.4;0.3;0.0;127;W
487089;2015-10-17;12.0;21.3;1.2;38.2;8.4;32.2;936.3;0.0;0.0;127;NW
487090;2015-10-18;17.3;24.6;10.0;29.1;9.4;33.8;923.3;0.0;0.0;127;NW
487091;2015-10-19;15.6;23.4;7.8;32.7;5.5;27.4;919.6;0.0;0.0;127;SSW
487092;2015-10-20;13.1;19.2;7.6;37.4;5.6;33.8;923.3;0.0;0.0;127;W
487093;2015-10-21;7.0;12.3;1.4;68.0;6.6;37.0;927.1;8.4;0.0;127;W
487094;2015-10-22;2.4;6.4;-1.0;66.5;7.6;32.2;940.7;0.0;0.0;127;SSW
487095;2015-10-23;4.9;11.2;-2.5;60.2;3.4;22.5;942.7;0.0;0.0;127;ESE
487096;2015-10-24;5.1;8.2;3.4;71.4;3.6;25.7;938.5;1.0;0.0;127;NNE
487097;2015-10-25;9.7;15.8;2.4;60.4;10.9;35.4;930.8;0.0;0.0;127;NW
487098;2015-10-26;13.9;20.8;7.1;43.7;7.6;27.4;927.9;0.0;0.0;127;NW
487099;2015-10-27;16.1;23.6;4.3;33.5;6.1;33.8;929.3;0.0;0.0;127;NW
487100;2015-10-28;16.6;22.7;9.8;37.7;9.8;38.6;922.9;0.0;0.0;127;W
487101;2015-10-29;9.6;14.2;3.3;34.6;3.7;24.1;932.4;0.0;0.0;127;W
487102;2015-10-30;9.1;14.7;2.9;29.5;7.2;35.4;935.1;0.0;0.0;127;W
487103;2015-10-31;10.8;20.3;0.5;34.5;5.1;33.8;934.2;0.0;0.0;127;W
487104;2015-11-01;14.6;22.2;4.9;28.0;3.7;22.5;933.1;0.0;0.0;127;ESE
487105;2015-11-02;16.7;24.9;8.1;26.8;8.1;33.8;926.1;0.0;0.0;127;W
487106;2015-11-03;13.3;21.5;4.6;37.6;3.9;25.7;935.6;0.0;0.0;127;ESE
487107;2015-11-04;19.7;27.4;12.2;28.7;8.3;33.8;933.4;0.0;0.0;127;NW
487108;2015-11-05;16.6;25.1;6.8;34.3;4.5;33.8;933.5;0.0;0.0;127;ESE
487109;2015-11-06;20.0;28.9;10.5;34.8;6.8;37.0;927.0;0.0;0.0;127;NW
487110;2015-11-07;17.4;25.7;8.3;43.9;3.7;29.0;921.2;0.0;0.0;127;SSW
487111;2015-11-08;15.3;21.2;7.9;34.1;5.5;29.0;919.3;0.0;0.0;127;W
487112;2015-11-09;13.3;17.6;6.9;44.8;9.8;38.6;923.6;0.0;0.0;127;W
487113;2015-11-10;17.1;26.7;8.2;40.5;6.3;41.8;930.6;0.0;0.0;127;W
487114;2015-11-11;22.8;31.3;12.3;31.1;4.6;29.0;923.9;0.0;0.0;127;NW
487115;2015-11-12;21.6;28.7;13.1;20.6;8.8;43.5;918.1;0.0;0.0;127;W
487116;2015-11-13;17.7;23.1;12.8;35.2;12.8;45.1;920.2;0.0;0.0;127;NW
487117;2015-11-14;17.5;23.8;11.0;42.4;5.7;37.0;920.2;0.5;0.0;127;W
487118;2015-11-15;16.8;24.4;8.4;35.1;9.7;40.2;918.5;0.0;0.0;127;W
487119;2015-11-16;16.4;23.4;7.3;35.5;13.2;54.7;916.4;0.0;0.0;127;NW
487120;2015-11-17;11.7;18.6;4.7;30.5;9.8;35.4;920.2;0.0;0.0;127;NW
487121;2015-11-18;9.4;14.2;3.4;32.6;8.4;35.4;921.7;0.0;0.0;127;W
487122;2015-11-19;8.2;14.2;1.0;36.0;8.3;45.1;928.8;0.0;0.0;127;W
487123;2015-11-20;11.8;17.0;7.5;49.1;8.1;37.0;921.2;0.8;0.0;127;NW
487124;2015-11-21;10.7;18.0;5.4;49.9;4.7;32.2;921.0;0.0;0.0;127;W
487125;2015-11-22;15.3;23.1;6.6;30.7;5.2;29.0;925.0;0.0;0.0;127;NW
487126;2015-11-23;17.9;24.6;10.3;33.2;7.7;40.2;921.4;0.0;0.0;127;NW
487127;2015-11-24;18.1;24.3;11.8;31.2;6.0;41.8;917.5;0.0;0.0;127;NW
487128;2015-11-25;15.5;19.5;11.1;34.2;7.3;38.6;921.4;0.0;0.0;127;NW
487129;2015-11-26;14.9;22.2;6.6;41.0;5.4;35.4;924.8;0.0;0.0;127;NW
487130;2015-11-27;13.8;19.5;6.6;37.1;5.0;29.0;929.0;0.0;0.0;127;W
487131;2015-11-28;15.0;22.3;6.6;34.5;5.5;35.4;931.7;0.0;0.0;127;W
487132;2015-11-29;18.5;27.6;9.3;27.5;3.8;20.9;929.4;0.0;0.0;127;NW
487133;2015-11-30;21.0;30.9;13.4;24.6;9.4;37.0;922.1;0.0;0.0;127;NW
487134;2015-12-01;14.6;20.0;8.4;45.5;6.5;40.2;934.5;0.0;;127;ESE
487135;2015-12-02;18.3;26.6;7.1;37.6;7.3;38.6;929.7;0.3;;127;NNW
487136;2015-12-03;21.5;27.2;15.8;35.4;7.4;37.0;922.2;0.0;;127;W
487137;2015-12-04;16.6;22.7;9.1;45.1;7.4;38.6;929.8;0.0;;127;SSW
487138;2015-12-05;16.9;26.4;5.1;42.3;5.6;35.4;934.8;0.0;;127;N
487139;2015-12-06;21.0;28.8;12.8;29.1;13.5;46.7;922.7;0.0;;127;NNW
487140;2015-12-07;18.0;27.6;5.8;30.0;3.7;43.5;921.6;0.0;;127;NW
487141;2015-12-08;16.3;22.8;8.4;29.5;7.8;32.2;922.2;0.0;;127;W
487142;2015-12-09;17.5;25.1;9.9;34.0;10.4;41.8;922.2;0.0;;127;W
487143;2015-12-10;18.3;25.4;10.4;30.9;12.1;67.6;919.8;0.0;;127;W
487144;2015-12-11;17.2;22.7;13.1;34.1;12.9;49.9;911.9;0.0;;127;NW
487145;2015-12-12;15.1;19.6;12.3;53.8;4.4;29.0;913.1;3.8;;127;NW
487146;2015-12-13;13.9;18.7;10.3;45.3;6.2;33.8;916.7;0.0;;127;W
487147;2015-12-14;11.6;17.6;5.7;47.6;4.4;30.6;925.7;5.1;;127;W
487148;2015-12-15;14.5;24.1;3.8;30.3;5.9;33.8;928.6;0.0;;127;NW
487149;2015-12-16;15.9;23.2;8.0;32.1;6.2;40.2;920.3;0.0;;127;W
487150;2015-12-17;9.0;14.7;4.8;49.0;8.5;46.7;923.6;0.0;;127;W
487151;2015-12-18;12.1;19.4;5.1;49.8;4.7;35.4;930.7;0.0;;127;W
487152;2015-12-19;20.0;30.0;7.5;26.1;5.3;27.4;924.7;0.0;;127;W
487153;2015-12-20;20.5;28.7;10.0;30.2;2.7;25.7;919.5;0.0;;127;ESE
487154;2015-12-21;18.8;24.3;12.5;32.7;8.0;35.4;915.1;0.0;;127;NW
487155;2015-12-22;15.0;22.0;6.6;35.0;7.8;43.5;915.8;0.0;;127;W
487156;2015-12-23;14.0;19.1;7.9;32.3;14.8;57.9;918.6;0.0;;127;W
487157;2015-12-24;18.4;27.3;8.7;29.4;11.6;43.5;922.1;0.0;;127;NW
487158;2015-12-25;24.1;32.3;16.1;26.1;7.8;33.8;920.3;0.0;;127;NW
487159;2015-12-26;23.8;31.8;17.8;15.1;7.2;33.8;916.9;0.0;;127;W
487160;2015-12-27;22.5;31.4;16.3;28.5;2.2;19.3;916.8;0.0;;127;NW
487161;2015-12-28;23.4;31.7;15.3;33.0;11.2;51.5;916.2;0.0;;127;NW
487162;2015-12-29;21.2;30.7;16.1;37.6;4.0;20.9;923.8;0.0;;127;W
487163;2015-12-30;20.3;27.9;12.1;43.3;3.0;37.0;925.7;0.3;;127;ESE
487164;2015-12-31;22.5;29.0;13.7;43.4;3.9;32.2;922.4;0.0;;127;NW
487165;2016-01-01;18.9;26.1;13.1;63.5;2.5;25.7;920.7;0.8;;127;NNW
487166;2016-01-02;22.7;30.7;13.4;37.6;6.2;35.4;920.8;0.0;;127;NW
487167;2016-01-03;19.1;27.0;10.1;39.5;5.3;37.0;922.3;0.0;;127;SSW
487168;2016-01-04;17.6;23.8;10.5;27.0;4.8;30.6;925.6;0.0;;127;W
487169;2016-01-05;20.0;28.4;9.3;25.0;5.0;29.0;931.6;0.0;;127;NNW
487170;2016-01-06;20.0;23.2;12.1;34.0;8.9;49.9;930.4;0.0;;127;ESE
487171;2016-01-07;20.0;29.5;7.7;43.9;9.1;38.6;926.8;0.0;;127;NNW
487172;2016-01-08;19.6;22.7;11.9;37.7;8.8;38.6;924.3;0.0;;127;SSE
487173;2016-01-09;17.9;27.6;5.7;41.1;8.0;51.5;929.0;0.0;;127;NW
487174;2016-01-10;21.0;26.9;15.8;42.0;5.4;32.2;921.8;0.0;;127;NW
487175;2016-01-11;21.0;27.9;12.9;26.9;10.2;37.0;916.9;0.0;;127;W
487176;2016-01-12;19.8;26.4;13.3;31.5;10.3;38.6;919.2;0.0;;127;W
487177;2016-01-13;19.4;28.5;11.7;37.6;4.2;30.6;925.5;0.0;;127;W
487178;2016-01-14;21.7;28.2;14.9;22.2;5.0;33.8;920.6;0.0;;127;W
487179;2016-01-15;18.5;27.6;9.2;46.0;2.8;30.6;923.3;0.0;;127;W
487180;2016-01-16;19.0;26.0;11.2;39.8;8.7;37.0;921.7;0.0;;127;W
487181;2016-01-17;18.0;25.3;12.1;35.5;6.7;48.3;926.6;0.0;;127;W
487182;2016-01-18;19.1;27.6;10.3;35.5;2.0;20.9;928.6;0.0;;127;SSE
